scenario,role,path,context,label,element,href,disabled,checked,evidence
artist-calendar,artist,/calendar,"THU
10 September
+
Today","14:00
16:00
Mia Chen
Geometric shoulder",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,"FRI
11 September
+",Book on 11 September 2026,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,"SAT
12 September
+",Book on 12 September 2026,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,"SUN
13 September
+",Book on 13 September 2026,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,"MON
14 September
+",Book on 14 September 2026,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,"TUE
15 September
+",Book on 15 September 2026,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"Thu 10 Sep · 2 sessions
Expand agenda",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-calendar,artist,/calendar,Calendar,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,Back,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,To fulfil,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,Fulfilled,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,All,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,"Order #1
Ella Morgan · $32.00
Paid in full",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-store-orders,artist,/store-orders,Orders,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,7 days,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,30 days,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,90 days,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,All time,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Your balance,Manage payouts,A,/bank-payouts,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Recent transactions,View payout history,A,/payout-history,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-money,artist,/money,Money,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,All conversations,A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,Open booking,A,/projects/12,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,Book,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,Client details and media,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Messages,"Design brief
⌄",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Messages,Refresh design brief,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,Attach photo,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-conversation,artist,/chat/12,Mia Chen,Send message,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,Clients,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,Contacts,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,"MC
Mia Chen
I love the peonies. Could we leave room to extend it later?
2",A,/chat/12,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-inbox,artist,/conversations,Messages,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Back,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Overview,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Messages,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Files,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Payments,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Ready for the session,"Payment received
$150.00",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Message Mia Chen,A,/projects/12?session=101&view=Messages,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Reschedule,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-overview,artist,/projects/12,Tattoo project,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Back,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Overview,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Messages,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Files,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Payments,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Project reference images,Share photos in Messages,A,/projects/12?session=101&view=Messages,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-files,artist,/projects/12?view=Files,Tattoo project,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Add client,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Clients,A,/clients,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Supplies,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,"MC
Mia Chen
View client",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-clients,artist,/clients,Clients,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Back,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Overview,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Messages,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Files,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Payments,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-project-payments,artist,/projects/12?view=Payments,Tattoo project,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Booking request,Back,A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Booking request,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,References & placement,,A,/__ivory_artwork.png,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Next step,Open conversation,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Next step,Email Mia Chen,A,mailto:undefined?subject=Your%20tattoo%20booking%20request,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Next step,Archive request,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Booking request,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Booking request,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Booking request,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-booking-request,artist,/lead/1,Booking request,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-cancellation-waitlist,artist,/waitlist,Cancellation waitlist,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-cancellation-waitlist,artist,/waitlist,Cancellation waitlist,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-cancellation-waitlist,artist,/waitlist,Cancellation waitlist,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-cancellation-waitlist,artist,/waitlist,Cancellation waitlist,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-cancellation-waitlist,artist,/waitlist,Cancellation waitlist,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-cancellation-waitlist,artist,/waitlist,Cancellation waitlist,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Back,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Profile,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Portfolio,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Business settings & payouts,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Preview booking page,A,/book/ella-morgan,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Share your booking link,A,/settings?section=booking-link,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Photo & personal details,A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,What clients see,Show email,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,What clients see,Show phone,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,What clients see,Show city,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,What clients see,Show website,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,What clients see,Save public profile,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,What clients see,Edit personal details,A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-profile,artist,/artist-profile,Profile,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Back,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Profile,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Portfolio,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Business settings & payouts,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Preview booking page,A,/book/ella-morgan,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Share your booking link,A,/settings?section=booking-link,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Photo & personal details,A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,Add photo,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,Instagram import,A,/settings?section=instagram,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,View Botanical study,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,Select Botanical study,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,Profile,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Availability,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Services,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Monday,INPUT,,False,True,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,monday type,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Add monday break,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Tuesday,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Wednesday,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Thursday,INPUT,,False,True,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,thursday type,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Add thursday break,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Friday,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Saturday,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Sunday,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Save availability,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-working-hours,artist,/work-hours,Working hours & services,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Back,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Clients,A,/clients,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Supplies,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Your supply orders,A,/supply-orders,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-supplies,artist,/supplies,Supplies,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-supply-orders,artist,/supply-orders,Supply orders,Back,A,/supplies,False,,Rendered with isolated fixtures; not an individual click pass
artist-supply-orders,artist,/supply-orders,Supply orders,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-supply-orders,artist,/supply-orders,Supply orders,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-supply-orders,artist,/supply-orders,Supply orders,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-supply-orders,artist,/supply-orders,Supply orders,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-supply-orders,artist,/supply-orders,Supply orders,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-purchases,artist,/purchases,Your purchases,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-purchases,artist,/purchases,Your purchases,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-purchases,artist,/purchases,Your purchases,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-purchases,artist,/purchases,Your purchases,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-purchases,artist,/purchases,Your purchases,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-purchases,artist,/purchases,Your purchases,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Back,A,/money,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Connect your bank,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Refresh status,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-bank-payouts,artist,/bank-payouts,Bank & payouts,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment history,Back,A,/money,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment history,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment ledger,Review refund,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment history,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment history,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment history,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-payout-history,artist,/payout-history,Payment history,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Notifications,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Notifications,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,This device,Enable notifications,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Saved message templates,Add template,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Notifications,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Notifications,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Notifications,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-notifications,artist,/notifications-management,Notifications,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Choose Pro,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Set up Studio,A,/studio,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
artist-plans,artist,/subscriptions,Your plan,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Back,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Schedule,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Team,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Billing,tab,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Your invitations,A,/studio?view=invitations,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Previous week,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,This week,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,Next week,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,Northside Studio,"Artist
All artists
Ella Morgan
Oliver Grant",SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
artist-studio-schedule,artist,/studio,10 Sept – 16 Sept,"Botanical sleeve
Thu, 10 Sept, 10:00 am · Ella Morgan · Mia Chen
confirmed",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
