source,line,component,element,label or label expression,handler or destination,evidence classification
client/src/app-v3/pages/ClientBookings.tsx,269,ClientBookings,ActionLink,Message {first.artist.name},"{""href"": ""{`/chat/${first.conversationId}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/ClientBookings.tsx,292,ClientBookings,ActionLink,Open conversation,"{""href"": ""{ r.conversationId ? `/chat/${r.conversationId}` : \""/conversations\"" }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/ClientBookings.tsx,308,ClientBookings,ActionLink,View messages,"{""href"": ""{ c.conversationId ? `/chat/${c.conversationId}` : \""/conversations\"" }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/ClientBookings.tsx,335,ClientBookings,ActionLink,Open messages,"{""href"": ""\""/conversations\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/ClientBookings.tsx,340,ClientBookings,Row,"""Cancellation offers""","{""href"": ""\""/waitlist\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/ClientBookings.tsx,341,ClientBookings,Row,"""Your purchases""","{""href"": ""\""/purchases\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/ClientBookings.tsx,342,ClientBookings,Row,"""Explore artists""","{""href"": ""\""/discover\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,52,Clients,HomeTabs,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,55,Clients,Action,Add client,"{""onClick"": ""{() => { create.reset(); setAdding(true); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,87,Clients,Row,"{c.name || ""Client""}","{""onClick"": ""{() => go(`/clients?client=${encodeURIComponent(c.id)}`)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,156,Clients,Action,"{create.isPending ? ""Adding…"" : ""Add client""}","{""formSubmit"": ""{e => { e.preventDefault(); create.mutate({ name: form.name.trim(), email: form.email.trim() || null, phone: form.phone.trim() || null, }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,180,ClientDetail,Action,Back to all clients,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,195,ClientDetail,a,{data.client.email},"{""href"": ""{`mailto:${data.client.email}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,201,ClientDetail,a,{data.client.phone},"{""href"": ""{`tel:${data.client.phone}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,206,ClientDetail,ActionLink,"Message {data.client.name?.split("" "")[0]}","{""href"": ""{`/chat/${data.conversationId}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,210,ClientDetail,Tabs,"""Client information""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,222,ClientDetail,Row,{s.title},"{""href"": ""{ s.conversationId ? `/projects/${s.conversationId}?session=${s.id}` : `/calendar?appointment=${s.id}&date=${encodeURIComponent(s.startTime)}` }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,247,ClientDetail,Row,{f.title},"{""href"": ""{ f.appointmentId ? `/projects/${data.conversationId}?session=${f.appointmentId}` : undefined }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Clients.tsx,281,ClientDetail,Action,"{add.isPending ? ""Saving…"" : ""Save note""}","{""formSubmit"": ""{e => { e.preventDefault(); add.mutate({ clientId: id, note: note.trim() }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/DataImport.tsx,286,DataImport,Action,"{preview.isPending ? ""Checking records…"" : ""Review matches & duplicates""}","{""onClick"": ""{review}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/DataImport.tsx,314,DataImport,Action,"{commit.isPending ? ""Importing…"" : `Import / retry ${eligible} ready rows`}","{""onClick"": ""{importReady}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/DataImport.tsx,368,DataImport,Action,"{calendar.isPending ? ""Saving…"" : ""Save calendar link""}","{""formSubmit"": ""{e => { e.preventDefault(); calendar.mutate({ appleCalendarUrl: calendarUrl }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Events.tsx,47,Events,Action,Create event,"{""onClick"": ""{() => { create.reset(); setOpen(true); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Events.tsx,58,Events,ActionLink,Preview events page,"{""href"": ""{`/events/${encodeURIComponent(settings.data.publicSlug)}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Events.tsx,194,Events,Action,"{create.isPending ? ""Publishing…"" : ""Publish event""}","{""formSubmit"": ""{e => { e.preventDefault(); create.mutate({ title: draft.title.trim(), description: draft.description.trim(), type: draft.type, date: new Date(draft.date).toISOString(), locationUrl: draft.location.trim() || undefined, capacity: Number(draft.capacity), priceCents: Math.round(Number(draft.price) * 100), }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Forms.tsx,37,Forms,Tabs,"""Form sections""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Forms.tsx,70,Forms,Action,Back to records,"{""onClick"": ""{() => setSelected(null)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Forms.tsx,106,Forms,Row,{log.clientName},"{""onClick"": ""{() => setSelected(log.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Forms.tsx,192,TemplateEditor,Action,"{save.isPending ? ""Saving…"" : ""Save template""}","{""formSubmit"": ""{e => { e.preventDefault(); save.mutate( type === \""Medical\"" ? { medicalTemplate: text } : { consentTemplate: text } ); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Guides.tsx,333,Guides,Row,{guide.title},"{""onClick"": ""{() => { go(guide.route); tour.startTour({ id: \""v3-\"" + guide.id, steps: guide.steps.map((body, index) => ({ title: guide.title, body, targetId: guideTargets[guide.id]?.[index] || \""css:[data-tour-unavailable]\"", onNext: index === guide.steps.length - 1 ? undefined : () => {}, })), }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,31,IdentityLayout,ActionLink,For artists,"{""href"": ""\""/signup?role=artist\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,88,Password,button,"{visible ? ""Hide password"" : ""Show password""}","{""onClick"": ""{() => setVisible(!visible)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,154,Login,ActionLink,Forgot password?,"{""href"": ""\""/forgot-password\"""", ""formSubmit"": ""{e => { e.preventDefault(); login.mutate({ email: email.trim(), password }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,159,Login,input,(dynamic/unlabelled),"{""formSubmit"": ""{e => { e.preventDefault(); login.mutate({ email: email.trim(), password }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,168,Login,Action,"{busy ? ""Signing in…"" : ""Sign in""}","{""formSubmit"": ""{e => { e.preventDefault(); login.mutate({ email: email.trim(), password }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,173,Login,Link,Create an account,"{""href"": ""\""/signup\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,239,SignupForm,Link,{label},"{""href"": ""{`/signup?role=${value}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,340,SignupForm,Action,"{busy ? ""Creating account…"" : ""Create account""}","{""formSubmit"": ""{e => { e.preventDefault(); if (role === \""supplier\"") merchant.mutate({ name: name.trim(), email: email.trim(), password, businessName: businessName.trim(), country, }); else register.mutate({ name: name.trim(), email: email.trim(), password, role, }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,347,SignupForm,Link,Sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,389,PasswordRecovery,ActionLink,Back to sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,425,PasswordRecovery,Action,"{busy ? ""Submitting…"" : token ? ""Save new password"" : ""Send reset link""}","{""formSubmit"": ""{e => { e.preventDefault(); if (token) reset.mutate({ token, newPassword: password }); else request.mutate({ email: email.trim() }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,433,PasswordRecovery,ActionLink,"{token ? ""Request a new link"" : ""Back to sign in""}","{""href"": ""{token ? \""/forgot-password\"" : \""/login\""}"", ""formSubmit"": ""{e => { e.preventDefault(); if (token) reset.mutate({ token, newPassword: password }); else request.mutate({ email: email.trim() }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,452,MagicLink,Action,"{verify.isPending ? ""Signing in…"" : ""Continue to my account""}","{""onClick"": ""{() => verify.mutate({ token })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,462,MagicLink,ActionLink,Back to sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,485,CompleteProfile,Action,Try again,"{""onClick"": ""{() => refresh()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,486,CompleteProfile,ActionLink,Back to sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Identity.tsx,558,CompleteProfileForm,Action,"{save.isPending ? ""Saving…"" : ""Save and continue""}","{""formSubmit"": ""{e => { e.preventDefault(); save.mutate({ name: name.trim(), phone: phone.trim(), birthday: birthday || undefined, }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Inbox.tsx,56,Inbox,Tabs,"""Inbox views""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Inbox.tsx,84,Inbox,Row,{r.name},"{""onClick"": ""{() => { if (r.leadId) go(`/lead/${r.leadId}`); else if (r.data?.conversationId) go( `/chat/${r.data.conversationId}?consultationId=${r.id}` ); else if (r.data?.clientId && user) create.mutate({ artistId: user.id, clientId: r.data.clientId, }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Inbox.tsx,106,Inbox,Row,"{c.otherUser?.name || ""Conversation""}","{""href"": ""{`/chat/${c.id}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,74,InstagramImport,ActionLink,Open your portfolio,"{""href"": ""\""/artist-profile?view=Portfolio\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,120,InstagramImport,Action,"{stop.isPending ? ""Stopping…"" : ""Stop import""}","{""onClick"": ""{() => stop.mutate({ importId: status.id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,163,InstagramImport,Action,"{account.isFetching ? ""Looking up account…"" : ""Check account""}","{""formSubmit"": ""{e => { e.preventDefault(); if (checked === username) void account.refetch(); else setChecked(username); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,205,InstagramImport,Action,"{start.isPending ? ""Starting…"" : ""Import portfolio""}","{""onClick"": ""{() => start.mutate({ username: checked, maxPosts })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,262,ShopifyCatalogue,Action,"{edit ? ""Cancel connection change"" : ""Change connection""}","{""onClick"": ""{() => { setEdit(!edit); setDomain(profile.data?.shopifyDomain || \""\""); setToken(\""\""); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,309,ShopifyCatalogue,Action,"{save.isPending ? ""Verifying…"" : ""Verify and save""}","{""formSubmit"": ""{e => { e.preventDefault(); save.mutate({ shopUrl: domain.trim(), accessToken: token.trim() }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,336,ShopifyCatalogue,Action,"{sync.isPending ? ""Queuing import…"" : progress.data?.status === ""syncing"" ? ""Import in progress…"" : ""Sync catalogue""}","{""onClick"": ""{() => sync.mutate()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Integrations.tsx,351,ShopifyCatalogue,Action,Refresh status,"{""onClick"": ""{() => progress.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Lead.tsx,92,Lead,a,(dynamic/unlabelled),"{""href"": ""{getAssetUrl(url)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Lead.tsx,122,Lead,Action,Open conversation,"{""onClick"": ""{openConversation}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Lead.tsx,136,Lead,a,Email {lead.clientName},"{""href"": ""{`mailto:${lead.clientEmail}?subject=${encodeURIComponent(\""Your tattoo booking request\"")}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Lead.tsx,143,Lead,a,Call {lead.clientPhone},"{""href"": ""{`tel:${lead.clientPhone}`}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Lead.tsx,154,Lead,Action,Archive request,"{""onClick"": ""{() => setArchive(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Lead.tsx,178,Lead,Action,"{update.isPending ? ""Archiving…"" : ""Archive request""}","{""onClick"": ""{() => lead && update.mutate({ leadId: lead.id, status: \""archived\"" }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,66,DeviceNotifications,Action,"{push.isSubscribing ? ""Enabling…"" : ""Enable notifications""}","{""onClick"": ""{() => push.subscribe()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,73,DeviceNotifications,Action,"{push.isTesting ? ""Sending…"" : ""Send a test to me""}","{""onClick"": ""{() => push.sendTestPush()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,92,Templates,Action,Add template,"{""onClick"": ""{() => setSelected(\""new\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,104,Templates,Row,{t.title},"{""onClick"": ""{() => setSelected(t)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,229,TemplateEditor,input,(dynamic/unlabelled),"{""formSubmit"": ""{e => { e.preventDefault(); void save(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,238,TemplateEditor,Action,"{busy ? ""Saving…"" : ""Save template""}","{""formSubmit"": ""{e => { e.preventDefault(); void save(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,245,TemplateEditor,Action,Delete template,"{""onClick"": ""{() => save(true)}"", ""formSubmit"": ""{e => { e.preventDefault(); void save(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,248,TemplateEditor,Action,Keep template,"{""onClick"": ""{() => setConfirmDelete(false)}"", ""formSubmit"": ""{e => { e.preventDefault(); void save(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Notifications.tsx,257,TemplateEditor,Action,Delete template,"{""onClick"": ""{() => setConfirmDelete(true)}"", ""formSubmit"": ""{e => { e.preventDefault(); void save(); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,38,Operations,Action,Refresh,"{""onClick"": ""{() => query.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,41,Operations,ActionLink,Error reports,"{""href"": ""\""/admin/errors\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,64,Operations,Action,Verify payment and confirm,"{""onClick"": ""{() => check.mutate({ id: plan.id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,83,Operations,Action,Queue retry,"{""onClick"": ""{() => retry.mutate({ id: item.id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,142,ErrorReports,Tabs,"""Error status""",{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,177,ErrorReports,Action,Mark resolved,"{""onClick"": ""{() => resolve.mutate({ id: item.id })}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,191,ErrorReports,Action,Previous,"{""onClick"": ""{() => setPage(value => value - 1)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,199,ErrorReports,Action,Next,"{""onClick"": ""{() => setPage(value => value + 1)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,212,ErrorReports,Action,Clear resolved reports older than 30 days,"{""onClick"": ""{() => setCleanup(\""old\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,219,ErrorReports,Action,Clear all resolved reports,"{""onClick"": ""{() => setCleanup(\""all\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Operations.tsx,242,ErrorReports,Action,"{busy ? ""Removing…"" : ""Remove resolved reports""}","{""onClick"": ""{() => cleanup === \""old\"" ? purge.mutate() : clear.mutate() }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,94,PaymentRequestPage,ActionLink,Sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,104,PaymentRequestPage,ActionLink,Open my bookings,"{""href"": ""\""/bookings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,116,PaymentRequestPage,Action,Check again,"{""onClick"": ""{() => query.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,125,PaymentRequestPage,Action,Check confirmation,"{""onClick"": ""{() => query.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,126,PaymentRequestPage,ActionLink,Open my bookings,"{""href"": ""\""/bookings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,166,PaymentRequestPage,Action,"{create.isPending ? ""Preparing checkout…"" : ""Continue to secure checkout""}","{""onClick"": ""{start}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,291,PaymentLinkPage,ActionLink,Sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,304,PaymentLinkPage,Action,Try again,"{""onClick"": ""{() => query.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,305,PaymentLinkPage,ActionLink,Open my bookings,"{""href"": ""\""/bookings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,326,PaymentLinkPage,Action,Check confirmation,"{""onClick"": ""{() => query.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,330,PaymentLinkPage,ActionLink,Open my bookings,"{""href"": ""\""/bookings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,364,PaymentLinkPage,Action,"{busy ? ""Preparing checkout…"" : ""Pay securely by card""}","{""onClick"": ""{() => isDeposit ? startDeposit.mutate({ token }) : startBalance.mutate({ bookingId, balanceToken: token || undefined, }) }""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,392,PaymentLinkPage,Action,I’ve made the transfer,"{""onClick"": ""{() => claim(\""bank\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PaymentLinks.tsx,404,PaymentLinkPage,Action,Report a cash payment,"{""onClick"": ""{() => claim(\""cash\"")}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PayoutHistory.tsx,88,PayoutHistory,Action,Review refund,"{""onClick"": ""{() => setRefund(entry.id)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PayoutHistory.tsx,173,RefundSheet,Action,Done,"{""onClick"": ""{onClose}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PayoutHistory.tsx,180,RefundSheet,Action,Check again,"{""onClick"": ""{() => preview.refetch()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PayoutHistory.tsx,203,RefundSheet,input,(dynamic/unlabelled),{},Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PayoutHistory.tsx,214,RefundSheet,Action,"{request.isPending ? ""Submitting…"" : `Refund ${money(data.amountCents, data.currency)}`}","{""onClick"": ""{submit}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Plans.tsx,87,Plans,Action,Manage Pro billing,"{""onClick"": ""{() => portal.mutate()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Plans.tsx,96,Plans,ActionLink,Manage studio membership,"{""href"": ""\""/studio\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Plans.tsx,125,Plans,Action,"{status.data.tier === ""pro"" ? ""Current plan"" : status.data.tier === ""top"" ? ""Included in Studio"" : checkout.isPending ? ""Opening checkout…"" : ""Choose Pro""}","{""onClick"": ""{() => checkout.mutate({})}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Plans.tsx,149,Plans,ActionLink,"{status.data.tier === ""top"" ? ""Open studio"" : ""Set up Studio""}","{""href"": ""\""/studio\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Products.tsx,103,Products,Action,Add product,"{""onClick"": ""{() => edit()}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Products.tsx,109,Products,a,Edit catalogue in Shopify,"{""href"": ""{shopUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Products.tsx,118,Products,ActionLink,Review Shopify connection,"{""href"": ""\""/settings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Products.tsx,170,Products,Action,{`Edit ${p.title}`},"{""onClick"": ""{() => edit(p)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Products.tsx,340,Products,input,(dynamic/unlabelled),"{""formSubmit"": ""{e => { e.preventDefault(); if (busy) return; const data = { title: draft.title.trim(), description: draft.description, priceCents: draft.variants?.length ? Math.min( ...draft.variants.map(v => Math.round(Number(v.price) * 100) ) ) : Math.round(Number(draft.price) * 100), inventoryCount: Number(draft.stock), shippingCents: Math.round(Number(draft.shipping) * 100), fulfillmentType: draft.fulfillmentType, isActive: draft.isActive, variants: draft.variants?.map(v => ({ id: v.id, priceCents: Math.round(Number(v.price) * 100), inventoryCount: Number(v.stock), })), }; if (draft.id) update.mutate({ ...data, id: draft.id, imageUrl: draft.imageUrl.trim() || null, }); else create.mutate({ ...data, ...(draft.imageUrl.trim() ? { imageUrl: draft.imageUrl.trim() } : {}), }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Products.tsx,353,Products,Action,"{busy ? ""Saving…"" : ""Save product""}","{""formSubmit"": ""{e => { e.preventDefault(); if (busy) return; const data = { title: draft.title.trim(), description: draft.description, priceCents: draft.variants?.length ? Math.min( ...draft.variants.map(v => Math.round(Number(v.price) * 100) ) ) : Math.round(Number(draft.price) * 100), inventoryCount: Number(draft.stock), shippingCents: Math.round(Number(draft.shipping) * 100), fulfillmentType: draft.fulfillmentType, isActive: draft.isActive, variants: draft.variants?.map(v => ({ id: v.id, priceCents: Math.round(Number(v.price) * 100), inventoryCount: Number(v.stock), })), }; if (draft.id) update.mutate({ ...data, id: draft.id, imageUrl: draft.imageUrl.trim() || null, }); else create.mutate({ ...data, ...(draft.imageUrl.trim() ? { imageUrl: draft.imageUrl.trim() } : {}), }); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Profile.tsx,37,Profile,ActionLink,Settings,"{""href"": ""\""/settings\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Profile.tsx,59,Profile,ActionLink,Edit your details,"{""href"": ""\""/profile?edit=true\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Profile.tsx,85,Profile,Action,Review & sign,"{""onClick"": ""{() => setSign(form.appointmentId)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Profile.tsx,103,Profile,Row,"""Your purchases""","{""href"": ""\""/purchases\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/Profile.tsx,104,Profile,Row,"""Cancellation offers""","{""href"": ""\""/waitlist\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,71,PublicArtist,ActionLink,Sign in,"{""href"": ""\""/login\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,87,PublicArtist,a,Selected work by {artist.displayName},"{""href"": ""{artist.portfolio[0].imageUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,119,PublicArtist,Action,"{artist.bookingEnabled === false ? ""Bookings are currently closed"" : ""Request a booking""}","{""onClick"": ""{() => setOpen(true)}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,145,PublicArtist,a,(dynamic/unlabelled),"{""href"": ""{item.imageUrl}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,361,attachments,Action,"{ ""Remove "" + (placement ? ""placement"" : ""reference"") + "" image "" + (i + 1) }","{""onClick"": ""{() => { URL.revokeObjectURL(file.preview); urls.current.delete(file.preview); (placement ? setPlacements : setRefs)( list.filter((_, n) => n !== i) ); }}""}",Static inventory; rendering and end-to-end outcome not guaranteed
client/src/app-v3/pages/PublicArtist.tsx,410,Intake,ActionLink,Open your messages,"{""href"": ""\""/conversations\""""}",Static inventory; rendering and end-to-end outcome not guaranteed
