scenario,role,route,control type,label,destination,disabled,evidence
artist-calendar,artist,/calendar,button,Today,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,SELECT,Calendar artist,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Monday, 7 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Tuesday, 8 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Wednesday, 9 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Thursday, 10 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Friday, 11 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Saturday, 12 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"Sunday, 13 September 2026",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Expand agenda,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 6 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 7 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 8 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 9 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 10 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"10:00
13:00
Mia Chen
Botanical sleeve",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,"14:00
16:00
Mia Chen
Geometric shoulder",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 11 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 12 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 13 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 14 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,button,Book on 15 September 2026,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,BUTTON,"Thu 10 Sep · 2 sessions
Expand agenda",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-calendar,artist,/calendar,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,tattoi,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,tab,Clients,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,tab,Contacts,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,search,Search conversations,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,"MC
Mia Chen
I love the peonies. Could we leave room to extend it later?
2",/chat/12,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-inbox,artist,/conversations,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,A,All conversations,/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,A,Open booking,/projects/12,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,button,Book,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,button,Client details and media,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,BUTTON,"Design brief
⌄",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,button,Refresh design brief,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,SUMMARY,Client records & private notes,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,TEXTAREA,,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,submit,,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,button,Attach photo,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,TEXTAREA,Message,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-conversation,artist,/chat/12,submit,Send message,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,Back,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,tab,Overview,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,tab,Messages,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,tab,Files,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,tab,Payments,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,button,"Payment received
$150.00",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,Message Mia Chen,/projects/12?session=101&view=Messages,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,button,Reschedule,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,SUMMARY,More session options,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,button,,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-overview,artist,/projects/12,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,Back,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,tab,Overview,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,tab,Messages,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,tab,Files,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,tab,Payments,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,SUMMARY,Older conversation references · unassigned,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,Share photos in Messages,/projects/12?session=101&view=Messages,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-files,artist,/projects/12?view=Files,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,A,Back,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,tab,Overview,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,tab,Messages,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,tab,Files,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,tab,Payments,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-project-payments,artist,/projects/12?view=Payments,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,tattoi,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,button,Add client,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,Clients,/clients,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,Supplies,/supplies,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,search,Search clients,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,button,"MC
Mia Chen
View client",,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-clients,artist,/clients,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,Back,/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,,/__ivory_artwork.png,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,button,Open conversation,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,Email Mia Chen,mailto:undefined?subject=Your%20tattoo%20booking%20request,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,button,Archive request,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-booking-request,artist,/lead/1,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-cancellation-waitlist,artist,/waitlist,A,Back,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-cancellation-waitlist,artist,/waitlist,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-cancellation-waitlist,artist,/waitlist,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-cancellation-waitlist,artist,/waitlist,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-cancellation-waitlist,artist,/waitlist,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-cancellation-waitlist,artist,/waitlist,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Back,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,tab,Profile,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,tab,Portfolio,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Business settings & payouts,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Preview booking page,/book/ella-morgan,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Share your booking link,/settings?section=booking-link,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Photo & personal details,/settings?section=profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,INPUT,Artist display name,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,url,Website,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,checkbox,Show email,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,checkbox,Show phone,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,checkbox,Show city,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,checkbox,Show website,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,submit,Save public profile,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Edit personal details,/settings?section=profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-profile,artist,/artist-profile,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Back,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,tab,Profile,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,tab,Portfolio,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Business settings & payouts,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Preview booking page,/book/ella-morgan,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Share your booking link,/settings?section=booking-link,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Photo & personal details,/settings?section=profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,button,Add photo,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Instagram import,/settings?section=instagram,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,button,View Botanical study,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,checkbox,Select Botanical study,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-artist-portfolio,artist,/artist-profile?view=Portfolio,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,A,Back,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,tab,Availability,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,tab,Services,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Monday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,time,monday start,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,time,monday end,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,SELECT,monday type,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,button,Add monday break,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Tuesday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Wednesday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Thursday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,time,thursday start,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,time,thursday end,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,SELECT,thursday type,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,button,Add thursday break,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Friday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Saturday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,checkbox,Sunday,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,button,Save availability,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-working-hours,artist,/work-hours,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Back,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Clients,/clients,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Supplies,/supplies,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Your supply orders,/supply-orders,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,search,Search suppliers,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supplies,artist,/supplies,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,A,Back,/supplies,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,search,Search supply orders,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-supply-orders,artist,/supply-orders,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,A,Back,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,search,Search purchases,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-purchases,artist,/purchases,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,A,Back,/money,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,button,Connect your bank,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,button,Refresh status,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-bank-payouts,artist,/bank-payouts,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,A,Back,/money,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,button,Review refund,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-payout-history,artist,/payout-history,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,button,Enable notifications,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,button,Add template,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-notifications,artist,/notifications-management,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,Back,/settings,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,button,Choose Pro,,True,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,Set up Studio,/studio,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,Today,/dashboard,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,"2
Messages",/conversations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,Calendar,/calendar,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-plans,artist,/subscriptions,A,Profile,/artist-profile,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,A,Back,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,A,Your business,/business,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,tab,Schedule,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,tab,Team,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,tab,Billing,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,A,Your invitations,/studio?view=invitations,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,button,Previous week,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
artist-studio-schedule,artist,/studio,button,This week,,False,Rendered in isolated fixture; see input/tab checks and focused outcomes
